timestamp,date,day_of_week,is_weekend,hour,hour_sin,hour_cos,dow_sin,dow_cos,tariff_index,temp_proxy_c,N_agents,load_baseline_kw,load_smart_kw
2025-01-01T00:00:00,2025-01-01,2,0,0.0,0.0,1.0,0.9749279121818236,-0.22252093395631434,1.0,24.421888009624364,1867,92.42893061045235,148.8328754904115
2025-01-01T00:15:00,2025-01-01,2,0,0.25,0.06540312923014306,0.9978589232386035,0.9749279121818236,-0.22252093395631434,1.0,23.79159217738308,1867,189.1599599207272,259.1516607440597
2025-01-01T00:30:00,2025-01-01,2,0,0.5,0.13052619222005157,0.9914448613738104,0.9749279121818236,-0.22252093395631434,1.0,23.11821347079796,1867,240.32001392348775,339.03181406899574
2025-01-01T00:45:00,2025-01-01,2,0,0.75,0.19509032201612825,0.9807852804032304,0.9749279121818236,-0.22252093395631434,1.0,23.060618927014577,1867,262.4840235853235,408.16428666673073
2025-01-01T01:00:00,2025-01-01,2,0,1.0,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,1.0,22.405012067002122,1867,287.1406275806231,446.6431938347684
2025-01-01T01:15:00,2025-01-01,2,0,1.25,0.3214394653031616,0.9469301294951057,0.9749279121818236,-0.22252093395631434,1.0,22.68981830287247,1867,351.1000616731007,494.2616705379753
2025-01-01T01:30:00,2025-01-01,2,0,1.5,0.3826834323650898,0.9238795325112867,0.9749279121818236,-0.22252093395631434,1.0,23.100229741523258,1867,413.47944296822527,530.5182898682292
2025-01-01T01:45:00,2025-01-01,2,0,1.75,0.44228869021900125,0.8968727415326884,0.9749279121818236,-0.22252093395631434,1.0,21.633312880688173,1867,512.3182835479355,597.2119597072651
2025-01-01T02:00:00,2025-01-01,2,0,2.0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,1.0,21.18062933072316,1867,508.31259341681056,575.8274199716388
2025-01-01T02:15:00,2025-01-01,2,0,2.25,0.5555702330196022,0.8314696123025452,0.9749279121818236,-0.22252093395631434,1.0,21.464447162207886,1867,452.9166007313351,680.8792843987717
2025-01-01T02:30:00,2025-01-01,2,0,2.5,0.6087614290087207,0.7933533402912352,0.9749279121818236,-0.22252093395631434,1.0,20.997289358216346,1867,478.4078895539422,750.3212782280605
2025-01-01T02:45:00,2025-01-01,2,0,2.75,0.6593458151000688,0.7518398074789774,0.9749279121818236,-0.22252093395631434,1.0,20.455667324779597,1867,472.33193202468544,789.8017613096958
2025-01-01T03:00:00,2025-01-01,2,0,3.0,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,1.0,19.441719173175077,1867,513.8846105260179,813.2194686385986
2025-01-01T03:15:00,2025-01-01,2,0,3.25,0.7518398074789774,0.659345815100069,0.9749279121818236,-0.22252093395631434,1.0,19.59003013114118,1867,528.7334631830228,755.1349965889091
2025-01-01T03:30:00,2025-01-01,2,0,3.5,0.793353340291235,0.6087614290087208,0.9749279121818236,-0.22252093395631434,1.0,19.634024763354663,1867,549.3000953431332,708.720255388081
2025-01-01T03:45:00,2025-01-01,2,0,3.75,0.8314696123025451,0.5555702330196024,0.9749279121818236,-0.22252093395631434,1.0,18.022929339532183,1867,564.0997621057537,735.5328732963945
2025-01-01T04:00:00,2025-01-01,2,0,4.0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,1.0,18.172516272760742,1867,534.1818324991286,632.0977791876043
2025-01-01T04:15:00,2025-01-01,2,0,4.25,0.8968727415326884,0.44228869021900125,0.9749279121818236,-0.22252093395631434,1.0,16.930629564300524,1867,466.6428538931934,544.5386767501868
2025-01-01T04:30:00,2025-01-01,2,0,4.5,0.9238795325112867,0.38268343236508984,0.9749279121818236,-0.22252093395631434,1.0,16.930176761938476,1867,449.6126106422698,499.5200061816244
2025-01-01T04:45:00,2025-01-01,2,0,4.75,0.9469301294951056,0.3214394653031617,0.9749279121818236,-0.22252093395631434,1.0,16.241226836010952,1867,422.2268618499993,521.0405920151479
2025-01-01T05:00:00,2025-01-01,2,0,5.0,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,1.0,16.85894532135519,1867,401.12509166366385,510.3234477675526
2025-01-01T05:15:00,2025-01-01,2,0,5.25,0.9807852804032304,0.1950903220161283,0.9749279121818236,-0.22252093395631434,1.0,15.906110713016163,1867,354.59245802918247,486.7063090729139
2025-01-01T05:30:00,2025-01-01,2,0,5.5,0.9914448613738104,0.1305261922200517,0.9749279121818236,-0.22252093395631434,1.0,16.510190041240698,1867,291.774199355489,434.8902373185812
2025-01-01T05:45:00,2025-01-01,2,0,5.75,0.9978589232386035,0.06540312923014327,0.9749279121818236,-0.22252093395631434,1.0,16.137975761374122,1867,275.24374657638407,408.5668819310575
2025-01-01T06:00:00,2025-01-01,2,0,6.0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,1.0,15.645200746102741,1867,253.4641051308731,409.8997597778484
2025-01-01T06:15:00,2025-01-01,2,0,6.25,0.9978589232386035,-0.06540312923014316,0.9749279121818236,-0.22252093395631434,1.0,13.978905328633829,1867,252.26644895895907,396.966868531164
2025-01-01T06:30:00,2025-01-01,2,0,6.5,0.9914448613738104,-0.1305261922200516,0.9749279121818236,-0.22252093395631434,1.0,14.916664220744607,1867,251.06935080349132,410.9453462685596
2025-01-01T06:45:00,2025-01-01,2,0,6.75,0.9807852804032304,-0.1950903220161282,0.9749279121818236,-0.22252093395631434,1.0,14.982081758944085,1867,248.56331215614833,395.8226364336373
2025-01-01T07:00:00,2025-01-01,2,0,7.0,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,1.2,14.871832968895353,1867,213.71932238632732,358.0030642858363
2025-01-01T07:15:00,2025-01-01,2,0,7.25,0.9469301294951057,-0.3214394653031616,0.9749279121818236,-0.22252093395631434,1.2,13.700682091500633,1867,208.85679650641012,318.174254639276
2025-01-01T07:30:00,2025-01-01,2,0,7.5,0.9238795325112868,-0.3826834323650895,0.9749279121818236,-0.22252093395631434,1.2,14.170070839311922,1867,196.0941965388869,298.40410971173975
2025-01-01T07:45:00,2025-01-01,2,0,7.75,0.8968727415326884,-0.44228869021900113,0.9749279121818236,-0.22252093395631434,1.2,13.731307776195383,1867,180.07681840976963,281.7762957141431
2025-01-01T08:00:00,2025-01-01,2,0,8.0,0.8660254037844388,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,1.2,13.71914269861023,1867,155.90672856781282,266.4888788343475
2025-01-01T08:15:00,2025-01-01,2,0,8.25,0.8314696123025451,-0.5555702330196023,0.9749279121818236,-0.22252093395631434,1.2,14.751827491612264,1867,157.68623685987217,275.62187925783724
2025-01-01T08:30:00,2025-01-01,2,0,8.5,0.7933533402912352,-0.6087614290087207,0.9749279121818236,-0.22252093395631434,1.2,13.566810026558,1867,138.7371426569736,269.571457701935
2025-01-01T08:45:00,2025-01-01,2,0,8.75,0.7518398074789774,-0.6593458151000688,0.9749279121818236,-0.22252093395631434,1.2,13.993333437601068,1867,130.83104911283658,223.86446385037587
2025-01-01T09:00:00,2025-01-01,2,0,9.0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,1.2,14.530633920429905,1867,114.07851633160814,216.26011602428892
2025-01-01T09:15:00,2025-01-01,2,0,9.25,0.659345815100069,-0.7518398074789773,0.9749279121818236,-0.22252093395631434,1.2,13.662686200922398,1867,108.20661357330988,200.35965142304943
2025-01-01T09:30:00,2025-01-01,2,0,9.5,0.6087614290087209,-0.7933533402912349,0.9749279121818236,-0.22252093395631434,1.2,13.984309662006643,1867,103.24469453283012,199.86364916443844
2025-01-01T09:45:00,2025-01-01,2,0,9.75,0.5555702330196025,-0.831469612302545,0.9749279121818236,-0.22252093395631434,1.2,14.181566803530306,1867,87.91458458780264,187.85883157323408
2025-01-01T10:00:00,2025-01-01,2,0,10.0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,1.0,14.242714106818626,1867,73.10255215163977,190.85883157323406
2025-01-01T10:15:00,2025-01-01,2,0,10.25,0.4422886902190017,-0.8968727415326881,0.9749279121818236,-0.22252093395631434,1.0,13.58338572717875,1867,66.6734843882242,183.63924117538278
2025-01-01T10:30:00,2025-01-01,2,0,10.5,0.38268343236508984,-0.9238795325112867,0.9749279121818236,-0.22252093395631434,1.0,14.502406943158485,1867,58.38950923294469,161.02233296282228
2025-01-01T10:45:00,2025-01-01,2,0,10.75,0.32143946530316175,-0.9469301294951056,0.9749279121818236,-0.22252093395631434,1.0,15.434057603848792,1867,50.203044369162846,159.98013347433118
2025-01-01T11:00:00,2025-01-01,2,0,11.0,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,1.0,13.875560770416278,1867,46.20304436916285,153.97672571874952
2025-01-01T11:15:00,2025-01-01,2,0,11.25,0.19509032201612816,-0.9807852804032304,0.9749279121818236,-0.22252093395631434,1.0,15.526811938997687,1867,46.20304436916285,144.4301904722398
